F,0,,M,0,,M,0,,S,1,,Skilled Manual,1,,,,,,,,Professional,1,,98190,0,,139801,1,,2,1,,3,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,0,,,,,,,,Professional,1,,128330,0,,116505,1,,4,1,,2,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,0,,47783,0,,113071,1,,1,1,,2,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,0,,44066,0,,125731,1,,4,1,,2,0,
F,0,,M,1,,M,0,,S,1,,Skilled Manual,0,,,,,,,,Professional,0,,76718,0,,164557,1,,0,1,,2,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,0,,,,,,,,Professional,0,,44363,0,,156115,1,,4,1,,2,0,
F,1,,M,0,,M,0,,S,1,,Skilled Manual,1,,,,,,,,Professional,0,,53539,0,,101990,1,,2,1,,1,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,1,,,,,,,,Professional,0,,84197,0,,116843,1,,3,1,,2,0,
F,0,,M,1,,M,0,,S,1,,Skilled Manual,1,,,,,,,,Professional,1,,19370,0,,125545,1,,4,1,,2,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,1,,,,,,,,Professional,1,,14181,0,,162686,1,,4,1,,2,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,0,,,,,,,,Professional,0,,51625,0,,133475,1,,2,1,,2,0,
F,1,,M,0,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,1,,34945,0,,135598,1,,3,1,,2,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,0,,64625,0,,164803,1,,3,1,,2,0,
F,1,,M,0,,M,0,,S,1,,Skilled Manual,0,,,,,,,,Professional,0,,37996,0,,127442,1,,2,1,,0,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,1,,37192,0,,167161,1,,3,1,,0,0,
F,1,,M,0,,M,0,,S,1,,Skilled Manual,0,,,,,,,,Professional,0,,68223,0,,91165,1,,3,1,,0,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,0,,,,,,,,Professional,1,,18785,0,,109040,1,,0,1,,0,0,
F,1,,M,0,,M,0,,S,1,,Skilled Manual,0,,,,,,,,Professional,1,,10156,0,,137977,1,,3,1,,0,0,
F,1,,M,1,,M,0,,S,0,,Skilled Manual,1,,,,,,,,Professional,1,,35945,0,,154419,1,,4,1,,0,0,
F,1,,M,1,,M,0,,S,1,,Skilled Manual,0,,,,,,,,Professional,0,,138703,0,,108069,1,,2,1,,4,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,0,,,,,,,,Professional,1,,33527,0,,123434,1,,2,1,,0,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,0,,,,,,,,Professional,1,,18707,0,,128045,1,,3,1,,0,0,
F,0,,M,1,,M,0,,S,1,,Skilled Manual,0,,,,,,,,Professional,0,,66395,0,,104246,1,,3,1,,0,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,0,,,,,,,,Professional,1,,64756,0,,161303,1,,4,1,,0,0,
F,1,,M,0,,M,0,,S,1,,Skilled Manual,0,,,,,,,,Professional,0,,49535,0,,101510,1,,2,1,,0,0,
F,0,,M,1,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,0,,53657,0,,146154,1,,3,1,,1,0,
F,0,,M,1,,M,1,,S,0,,Skilled Manual,1,,,,,,,,Professional,0,,59858,0,,163893,1,,4,1,,1,0,
F,0,,M,1,,M,0,,S,0,,Skilled Manual,1,,,,,,,,Professional,0,,54687,0,,113784,1,,4,1,,1,0,
F,0,,M,1,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,1,,66943,0,,122692,1,,3,1,,1,0,
F,1,,M,1,,M,0,,S,0,,Skilled Manual,1,,,,,,,,Professional,0,,57713,0,,148453,1,,4,1,,0,0,
F,0,,M,1,,M,0,,S,1,,Skilled Manual,0,,,,,,,,Professional,0,,99153,0,,74241,1,,1,1,,0,0,
F,0,,M,1,,M,0,,S,1,,Skilled Manual,1,,,,,,,,Professional,1,,117120,0,,90902,1,,1,1,,0,0,
F,0,,M,1,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,0,,100555,0,,50876,1,,3,1,,0,0,
F,1,,M,1,,M,0,,S,1,,Skilled Manual,0,,,,,,,,Professional,1,,87151,0,,54385,1,,2,1,,0,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,0,,,,,,,,Professional,1,,89414,0,,76633,1,,1,1,,0,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,0,,,,,,,,Professional,0,,108206,0,,47971,1,,2,1,,0,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,1,,,,,,,,Professional,1,,114119,0,,59185,1,,2,1,,0,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,0,,141834,0,,50943,1,,1,1,,0,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,1,,38511,0,,60731,1,,1,1,,1,0,
F,0,,M,1,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,0,,88632,0,,103544,1,,1,1,,0,0,
F,0,,M,1,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,1,,105952,0,,118301,1,,1,1,,0,0,
F,0,,M,1,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,0,,145528,0,,90761,1,,1,1,,0,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,0,,,,,,,,Professional,1,,105869,0,,122288,1,,1,1,,0,0,
F,1,,M,0,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,1,,70939,0,,100578,1,,3,1,,2,0,
F,0,,M,1,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,1,,100084,0,,111883,1,,3,1,,2,0,
F,0,,M,0,,M,1,,S,1,,Skilled Manual,1,,,,,,,,Professional,0,,106740,0,,97972,1,,1,1,,1,0,
F,0,,M,1,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,1,,109987,0,,111098,1,,1,1,,1,0,
F,0,,M,0,,M,1,,S,1,,Skilled Manual,1,,,,,,,,Professional,1,,90919,0,,82866,1,,1,1,,0,0,
F,0,,M,1,,M,0,,S,0,,Skilled Manual,1,,,,,,,,Professional,1,,90743,0,,117101,1,,0,1,,1,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,1,,83851,0,,106896,1,,1,1,,1,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,1,,,,,,,,Professional,0,,80036,0,,111180,1,,1,1,,1,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,0,,,,,,,,Professional,0,,91426,0,,91511,1,,3,1,,1,0,
F,1,,M,0,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,0,,36262,0,,101290,1,,4,1,,3,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,1,,,,,,,,Professional,0,,73153,0,,135374,1,,3,1,,1,0,
F,1,,M,0,,M,0,,S,1,,Skilled Manual,0,,,,,,,,Professional,1,,69235,0,,153278,1,,3,1,,1,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,1,,82588,0,,140621,1,,3,1,,1,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,0,,,,,,,,Professional,1,,62856,0,,96198,1,,1,1,,1,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,1,,,,,,,,Professional,0,,57000,0,,83320,1,,3,1,,1,0,
F,1,,M,0,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,1,,42496,0,,84213,1,,3,1,,1,0,
F,0,,M,0,,M,1,,S,1,,Skilled Manual,0,,,,,,,,Professional,0,,80411,0,,110719,1,,2,1,,1,0,
F,1,,M,0,,M,0,,S,1,,Skilled Manual,0,,,,,,,,Professional,0,,75716,0,,101466,1,,2,1,,1,0,
F,0,,M,1,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,0,,52936,0,,128410,1,,0,1,,1,0,
F,1,,M,1,,M,0,,S,1,,Skilled Manual,0,,,,,,,,Professional,0,,73809,0,,94946,1,,1,1,,1,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,1,,92963,0,,85125,1,,1,1,,1,0,
F,0,,M,1,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,1,,95535,0,,63694,1,,1,1,,3,0,
F,1,,M,0,,M,0,,S,0,,Skilled Manual,1,,,,,,,,Professional,0,,95320,0,,91038,1,,1,1,,1,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,0,,,,,,,,Professional,0,,87722,0,,82364,1,,1,1,,1,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,0,,,,,,,,Professional,0,,120812,0,,65846,1,,1,1,,0,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,0,,145919,0,,84181,1,,1,1,,0,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,0,,146305,0,,90197,1,,2,1,,0,0,
F,0,,M,1,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,0,,122484,0,,98186,1,,2,1,,0,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,0,,109872,0,,76547,1,,1,1,,0,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,0,,127881,0,,160455,1,,0,1,,0,0,
F,0,,M,1,,M,0,,S,1,,Skilled Manual,0,,,,,,,,Professional,0,,111427,0,,65674,1,,2,1,,1,0,
F,0,,M,1,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,0,,74521,0,,59583,1,,2,1,,1,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,0,,145710,0,,41737,1,,2,1,,1,0,
F,0,,M,1,,M,1,,S,0,,Skilled Manual,1,,,,,,,,Professional,0,,109269,0,,88687,1,,1,1,,4,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,1,,,,,,,,Professional,0,,76888,0,,79688,1,,2,1,,1,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,0,,,,,,,,Professional,0,,115277,0,,163298,1,,4,1,,4,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,1,,,,,,,,Professional,0,,91802,0,,113604,1,,3,1,,1,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,0,,88989,0,,171601,1,,3,1,,1,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,1,,,,,,,,Professional,1,,88390,0,,87887,1,,0,1,,1,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,1,,,,,,,,Professional,1,,37983,0,,96322,1,,2,1,,1,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,1,,,,,,,,Professional,1,,56756,0,,104606,1,,2,1,,1,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,0,,,,,,,,Professional,1,,16123,0,,96723,1,,3,1,,2,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,0,,49204,0,,142705,1,,4,1,,0,0,
F,1,,M,0,,M,0,,S,1,,Skilled Manual,0,,,,,,,,Professional,0,,20994,0,,176416,1,,4,1,,2,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,1,,26608,0,,117835,1,,3,1,,2,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,0,,,,,,,,Professional,1,,36829,0,,123555,1,,2,1,,2,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,1,,,,,,,,Professional,1,,17075,0,,107645,1,,2,1,,2,0,
F,1,,M,0,,M,1,,S,0,,Skilled Manual,0,,,,,,,,Professional,0,,22761,0,,159767,1,,3,1,,2,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,1,,,,,,,,Professional,1,,62939,0,,159792,1,,3,1,,0,0,
F,1,,M,0,,M,0,,S,1,,Skilled Manual,1,,,,,,,,Professional,1,,65989,0,,140009,1,,3,1,,1,0,
F,1,,M,1,,M,1,,S,1,,Skilled Manual,0,,,,,,,,Professional,1,,25392,0,,134463,1,,3,1,,2,0,
F,1,,M,1,,M,0,,S,1,,Skilled Manual,0,,,,,,,,Professional,1,,18046,0,,178771,1,,3,1,,2,0,
F,1,,M,0,,M,1,,S,1,,Skilled Manual,0,,,,,,,,Professional,0,,31513,0,,74605,1,,0,1,,1,0,
F,1,,M,0,,M,0,,S,0,,Skilled Manual,1,,,,,,,,Professional,0,,52798,0,,78052,1,,1,1,,1,0,
F,1,,M,1,,M,0,,S,1,,Skilled Manual,1,,,,,,,,Professional,1,,48478,0,,105341,1,,0,1,,1,0,
F,0,,M,0,,M,1,,S,0,,Skilled Manual,0,,,,,,,,Professional,0,,50995,0,,138184,1,,4,1,,1,0,
F,0,,M,1,,M,0,,S,1,,Skilled Manual,1,,,,,,,,Professional,1,,57686,0,,93416,1,,2,1,,1,0,
F,0,,M,1,,M,1,,S,1,,Skilled Manual,1,,,,,,,,Professional,0,,10997,0,,74188,1,,2,1,,2,0,
F,1,,M,0,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,1,,13670,0,,75801,1,,2,1,,2,0,
F,1,,M,0,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,1,,26093,0,,56511,1,,2,1,,2,0,
F,0,,M,0,,M,1,,S,1,,Skilled Manual,0,,,,,,,,Professional,1,,36905,0,,81325,1,,2,1,,1,0,
F,1,,M,0,,M,1,,S,1,,Skilled Manual,1,,,,,,,,Professional,1,,45523,0,,81492,1,,2,1,,1,0,
F,1,,M,0,,M,0,,S,1,,Skilled Manual,0,,,,,,,,Professional,0,,62188,0,,50706,1,,2,1,,1,0,
F,1,,M,0,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,1,,50566,0,,88424,1,,2,1,,2,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,0,,,,,,,,Professional,1,,44266,0,,101998,1,,2,1,,2,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,0,,,,,,,,Professional,1,,79625,0,,113539,1,,2,1,,0,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,1,,,,,,,,Professional,0,,92336,0,,137672,1,,4,1,,0,0,
F,1,,M,0,,M,0,,S,0,,Skilled Manual,1,,,,,,,,Professional,0,,51747,0,,112244,1,,1,1,,1,0,
F,1,,M,0,,M,0,,S,0,,Skilled Manual,1,,,,,,,,Professional,0,,19742,0,,175636,1,,0,1,,2,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,0,,,,,,,,Professional,0,,88860,0,,82842,1,,2,1,,2,0,
F,1,,M,1,,M,0,,S,0,,Skilled Manual,1,,,,,,,,Professional,1,,61093,0,,107685,1,,0,1,,2,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,0,,58860,0,,54756,1,,1,1,,2,0,
F,0,,M,0,,M,1,,S,0,,Skilled Manual,0,,,,,,,,Professional,0,,46576,0,,45489,1,,0,1,,2,0,
F,1,,M,0,,M,0,,S,1,,Skilled Manual,0,,,,,,,,Professional,0,,82526,0,,119686,1,,0,1,,2,0,
F,0,,M,0,,M,1,,S,0,,Skilled Manual,0,,,,,,,,Professional,1,,85675,0,,54352,1,,3,1,,2,0,
F,1,,M,0,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,1,,99404,0,,76849,1,,1,1,,3,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,1,,75986,0,,101108,1,,1,1,,4,0,
F,1,,M,0,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,1,,103561,0,,96894,1,,1,1,,4,0,
F,1,,M,0,,M,0,,S,0,,Skilled Manual,1,,,,,,,,Professional,1,,101931,0,,53140,1,,1,1,,2,0,
F,0,,M,1,,M,0,,S,0,,Skilled Manual,1,,,,,,,,Professional,1,,90050,0,,52874,1,,1,1,,2,0,
F,1,,M,0,,M,1,,S,1,,Skilled Manual,0,,,,,,,,Professional,0,,89829,0,,67242,1,,1,1,,1,0,
F,1,,M,0,,M,1,,S,0,,Skilled Manual,0,,,,,,,,Professional,1,,76138,0,,87245,1,,1,1,,1,0,
F,1,,M,0,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,0,,43598,0,,99052,1,,0,1,,2,0,
F,1,,M,1,,M,0,,S,0,,Skilled Manual,1,,,,,,,,Professional,1,,87832,0,,89110,1,,0,1,,1,0,
F,1,,M,0,,M,0,,S,1,,Skilled Manual,0,,,,,,,,Professional,0,,86188,0,,110430,1,,0,1,,2,0,
F,0,,M,1,,M,1,,S,0,,Skilled Manual,0,,,,,,,,Professional,1,,41767,0,,124547,1,,0,1,,2,0,
F,0,,M,1,,M,0,,S,1,,Skilled Manual,0,,,,,,,,Professional,0,,95249,0,,106090,1,,2,1,,0,0,
F,0,,M,1,,M,0,,S,1,,Skilled Manual,0,,,,,,,,Professional,0,,115542,0,,75246,1,,1,1,,0,0,
F,1,,M,1,,M,1,,S,0,,Skilled Manual,0,,,,,,,,Professional,0,,105179,0,,62300,1,,2,1,,0,0,
F,0,,M,1,,M,1,,S,1,,Skilled Manual,1,,,,,,,,Professional,0,,91408,0,,62131,1,,2,1,,2,0,
F,0,,M,1,,M,0,,S,1,,Skilled Manual,0,,,,,,,,Professional,0,,106132,0,,81393,1,,2,1,,2,0,
F,0,,M,1,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,0,,106742,0,,47114,1,,2,1,,2,0,
F,1,,M,0,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,1,,78982,0,,63981,1,,2,1,,2,0,
F,0,,M,0,,M,1,,S,0,,Skilled Manual,1,,,,,,,,Professional,0,,95155,0,,57251,1,,2,1,,1,0,
F,0,,M,0,,M,1,,S,0,,Skilled Manual,1,,,,,,,,Professional,1,,96816,0,,49431,1,,2,1,,1,0,
F,0,,M,1,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,0,,83265,0,,64356,1,,3,1,,2,0,
F,1,,M,0,,M,1,,S,0,,Skilled Manual,1,,,,,,,,Professional,0,,102347,0,,52292,1,,1,1,,2,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,0,,77342,0,,89568,1,,2,1,,2,0,
F,0,,M,1,,M,1,,S,1,,Skilled Manual,1,,,,,,,,Professional,1,,74870,0,,90031,1,,2,1,,2,0,
F,1,,M,1,,M,1,,S,1,,Skilled Manual,1,,,,,,,,Professional,1,,77309,0,,99569,1,,1,1,,2,0,
F,1,,M,0,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,0,,60427,0,,96945,1,,4,1,,2,0,
F,1,,M,1,,M,0,,S,1,,Skilled Manual,1,,,,,,,,Professional,0,,59816,0,,110964,1,,0,1,,3,0,
F,1,,M,0,,M,0,,S,1,,Skilled Manual,0,,,,,,,,Professional,1,,95008,0,,97061,1,,0,1,,2,0,
F,1,,M,1,,M,0,,S,1,,Skilled Manual,1,,,,,,,,Professional,1,,80568,0,,41994,1,,1,1,,2,0,
F,1,,M,1,,M,0,,S,1,,Skilled Manual,0,,,,,,,,Professional,1,,98050,0,,59919,1,,1,1,,1,0,
F,0,,M,1,,M,0,,S,0,,Skilled Manual,1,,,,,,,,Professional,1,,143106,0,,58292,1,,1,1,,4,0,
F,1,,M,0,,M,1,,S,0,,Skilled Manual,0,,,,,,,,Professional,1,,170197,0,,56757,1,,1,1,,2,0,
F,0,,M,1,,M,1,,S,0,,Skilled Manual,1,,,,,,,,Professional,1,,131711,0,,54550,1,,2,1,,3,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,0,,167506,0,,54683,1,,2,1,,4,0,
F,1,,M,1,,M,1,,S,0,,Skilled Manual,0,,,,,,,,Professional,0,,113819,0,,91706,1,,0,1,,1,0,
F,0,,M,0,,M,1,,S,1,,Skilled Manual,0,,,,,,,,Professional,0,,104175,0,,82072,1,,0,1,,1,0,
F,0,,M,0,,M,1,,S,1,,Skilled Manual,0,,,,,,,,Professional,1,,96715,0,,32671,1,,2,1,,2,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,0,,,,,,,,Professional,0,,104774,0,,144050,1,,0,1,,2,0,
F,1,,M,0,,M,1,,S,0,,Skilled Manual,0,,,,,,,,Professional,0,,108920,0,,97926,1,,0,1,,2,0,
F,1,,M,1,,M,1,,S,0,,Skilled Manual,0,,,,,,,,Professional,0,,92305,0,,34024,1,,2,1,,3,0,
F,0,,M,1,,M,0,,S,1,,Skilled Manual,0,,,,,,,,Professional,0,,121981,0,,97941,1,,3,1,,2,0,
F,0,,M,1,,M,1,,S,0,,Skilled Manual,0,,,,,,,,Professional,0,,143236,0,,48381,1,,2,1,,4,0,
F,0,,M,1,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,0,,159185,0,,51486,1,,1,1,,4,0,
F,0,,M,1,,M,1,,S,0,,Skilled Manual,0,,,,,,,,Professional,0,,109690,0,,55637,1,,2,1,,1,0,
F,1,,M,1,,M,1,,S,0,,Skilled Manual,1,,,,,,,,Professional,0,,103214,0,,68657,1,,2,1,,1,0,
F,0,,M,1,,M,1,,S,1,,Skilled Manual,0,,,,,,,,Professional,0,,112547,0,,135631,1,,1,1,,3,0,
F,0,,M,1,,M,1,,S,0,,Skilled Manual,1,,,,,,,,Professional,1,,88662,0,,97511,1,,3,1,,2,0,
F,1,,M,0,,M,1,,S,0,,Skilled Manual,0,,,,,,,,Professional,0,,115342,0,,120136,1,,3,1,,2,0,
F,0,,M,0,,M,1,,S,0,,Skilled Manual,0,,,,,,,,Professional,0,,97279,0,,96716,1,,3,1,,3,0,
F,1,,M,0,,M,1,,S,0,,Skilled Manual,0,,,,,,,,Professional,0,,119579,0,,116132,1,,1,1,,3,0,
F,1,,M,0,,M,1,,S,0,,Skilled Manual,1,,,,,,,,Professional,0,,104770,0,,98840,1,,2,1,,3,0,
F,1,,M,0,,M,0,,S,1,,Skilled Manual,1,,,,,,,,Professional,0,,69683,0,,174735,1,,3,1,,3,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,0,,120570,0,,185218,1,,4,1,,4,0,
F,0,,M,1,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,0,,88714,0,,150861,1,,4,1,,4,0,
F,0,,M,1,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,0,,144609,0,,94227,1,,2,1,,4,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,0,,77848,0,,82035,1,,2,1,,2,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,0,,,,,,,,Professional,1,,127788,0,,70793,1,,3,1,,3,0,
F,0,,M,1,,M,0,,S,1,,Skilled Manual,1,,,,,,,,Professional,0,,124018,0,,69079,1,,2,1,,2,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,0,,99972,0,,91410,1,,2,1,,2,0,
F,0,,M,1,,M,0,,S,1,,Skilled Manual,1,,,,,,,,Professional,0,,91375,0,,98649,1,,0,1,,4,0,
F,0,,M,1,,M,0,,S,0,,Skilled Manual,1,,,,,,,,Professional,0,,100188,0,,98390,1,,1,1,,3,0,
F,0,,M,1,,M,0,,S,0,,Skilled Manual,1,,,,,,,,Professional,1,,112337,0,,102974,1,,1,1,,4,0,
F,0,,M,1,,M,0,,S,0,,Skilled Manual,1,,,,,,,,Professional,0,,112334,0,,52076,1,,3,1,,3,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,1,,,,,,,,Professional,1,,112791,0,,42084,1,,3,1,,4,0,
F,0,,M,1,,M,1,,S,1,,Skilled Manual,1,,,,,,,,Professional,0,,85749,0,,50188,1,,1,1,,1,0,
F,0,,M,1,,M,1,,S,1,,Skilled Manual,0,,,,,,,,Professional,0,,70852,0,,100346,1,,1,1,,1,0,
F,1,,M,1,,M,0,,S,0,,Skilled Manual,1,,,,,,,,Professional,0,,90281,0,,84601,1,,1,1,,1,0,
F,0,,M,1,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,1,,87358,0,,112536,1,,1,1,,1,0,
F,0,,M,1,,M,1,,S,1,,Skilled Manual,1,,,,,,,,Professional,0,,100633,0,,79024,1,,1,1,,1,0,
F,0,,M,1,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,1,,92282,0,,101086,1,,1,1,,1,0,
F,0,,M,1,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,0,,95658,0,,98833,1,,1,1,,1,0,
F,0,,M,1,,M,1,,S,1,,Skilled Manual,0,,,,,,,,Professional,0,,83111,0,,122857,1,,0,1,,1,0,
F,0,,M,1,,M,1,,S,1,,Skilled Manual,0,,,,,,,,Professional,0,,66387,0,,140018,1,,0,1,,1,0,
F,0,,M,1,,M,1,,S,0,,Skilled Manual,0,,,,,,,,Professional,0,,116947,0,,86618,1,,1,1,,1,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,1,,110336,0,,105645,1,,1,1,,1,0,
F,0,,M,0,,M,1,,S,0,,Skilled Manual,0,,,,,,,,Professional,0,,95862,0,,102883,1,,1,1,,1,0,
F,0,,M,0,,M,1,,S,0,,Skilled Manual,1,,,,,,,,Professional,0,,102522,0,,91287,1,,1,1,,1,0,
F,0,,M,0,,M,1,,S,0,,Skilled Manual,0,,,,,,,,Professional,1,,167443,0,,89860,1,,3,1,,2,0,
F,0,,M,0,,M,1,,S,0,,Skilled Manual,0,,,,,,,,Professional,0,,103591,0,,190777,1,,1,1,,0,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,1,,98114,0,,101237,1,,4,1,,1,0,
F,0,,M,1,,M,0,,S,1,,Skilled Manual,0,,,,,,,,Professional,0,,78667,0,,90606,1,,4,1,,1,0,
F,0,,M,0,,M,1,,S,1,,Skilled Manual,0,,,,,,,,Professional,0,,102835,0,,123994,1,,3,1,,1,0,
F,0,,M,0,,M,1,,S,1,,Skilled Manual,0,,,,,,,,Professional,1,,88288,0,,147023,1,,3,1,,1,0,
F,0,,M,1,,M,0,,S,1,,Skilled Manual,1,,,,,,,,Professional,0,,67669,0,,122661,1,,3,1,,1,0,
F,0,,M,1,,M,0,,S,1,,Skilled Manual,1,,,,,,,,Professional,1,,88659,0,,115479,1,,4,1,,1,0,
F,0,,M,1,,M,0,,S,0,,Skilled Manual,1,,,,,,,,Professional,1,,99725,0,,100745,1,,0,1,,1,0,
F,0,,M,0,,M,1,,S,1,,Skilled Manual,1,,,,,,,,Professional,1,,166305,0,,81522,1,,4,1,,2,0,
F,0,,M,1,,M,0,,S,1,,Skilled Manual,0,,,,,,,,Professional,1,,154999,0,,79768,1,,1,1,,3,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,0,,,,,,,,Professional,1,,151042,0,,81900,1,,1,1,,3,0,
F,1,,M,0,,M,1,,S,1,,Skilled Manual,0,,,,,,,,Professional,0,,70226,0,,24878,1,,2,1,,1,0,
F,0,,M,0,,M,0,,S,0,,Skilled Manual,1,,,,,,,,Professional,1,,82188,0,,70566,1,,2,1,,1,0,
F,0,,M,0,,M,0,,S,1,,Skilled Manual,0,,,,,,,,Professional,0,,90629,0,,128664,1,,1,1,,1,0,
F,0,,M,0,,M,1,,S,1,,Skilled Manual,1,,,,,,,,Professional,1,,88368,0,,122353,1,,3,1,,1,0,
F,1,,M,0,,M,0,,S,1,,Skilled Manual,1,,,,,,,,Professional,0,,75299,0,,131258,1,,4,1,,1,0,
